DIRECTORIO	FEX_C	REGION	DIA_REFERENCIA_2	clase	P424	P4030S1	P4030S1A1	P4030S5	P4030S3	P4030S4	P4030S4A1	P4030S2	P4020
2936945	298.216001403263	4	7	2	1	1	1	1	1	2		2	6
2936946	391.650059116077	4	7	2	1	1	1	1	1	2		2	6
2936947	275.756642882774	4	1	2	2	1	1	1	2	2		2	6
2936948	510.536186696767	4	2	2	2	1	1	1	2	2		2	6
2936949	641.573635948415	4	2	2	1	1	1	1	2	2		2	6
2936950	424.571996887844	4	3	2	2	1	1	1	2	2		2	6
2936951	416.764234038178	4	3	2	1	1	1	1	2	2		2	3
2936952	595.005500891543	4	3	2	1	1	1	1	2	2		2	3
2936953	758.248120122024	4	4	2	1	1	1	1	2	2		2	6
2936954	123.734010644538	4	5	1	1	1	2	1	1	1	2	2	3
2936955	105.072427691986	4	6	1	1	1	2	1	1	1	3	2	3
2936956	113.291993757047	4	8	1	1	1	2	1	1	1	2	2	3
2936957	222.285935739332	4	7	1	2	1	2	1	1	1	2	2	3
2936958	210.628020063208	4	1	1	1	1	2	1	1	1	2	2	3
2936959	139.897982011599	4	3	1	1	1	1	1	2	2		2	3
2936960	222.572985650115	4	4	1	1	1	1	1	1	2		2	3
2936961	704.033748555235	4	6	1	1	1	1	1	1	2		2	6
2936962	703.924420923042	4	1	2	1	1	1	1	2	2		2	6
2936963	305.948852847036	4	2	2	1	1	1	1	2	2		2	6
2936964	469.408722446603	4	3	2	1	1	1	1	2	2		2	7
2936965	429.377066273836	4	1	2	1	1	1	1	2	2		2	6
2936966	583.370746378744	4	2	2	1	1	1	1	2	2		2	6
2936967	466.596948184923	4	3	2	1	1	1	1	2	2		2	7
2936968	576.211873386556	4	3	2	1	1	1	1	2	2		2	6
2936969	780.987539238582	4	4	2	1	1	1	1	2	2		2	6
2936970	109.326991910323	4	5	1	1	1	2	1	1	1	3	2	3
2936971	102.130825396808	4	6	1	1	1	2	1	1	1	3	2	3
2936972	167.814132617088	4	7	1	2	1	2	1	1	1	3	2	3
2936973	184.269876983671	4	1	1	1	1	2	1	1	1	2	2	3
2936975	205.285811964581	4	3	1	1	1	1	1	1	2		2	6
2936976	222.572985650115	4	4	1	1	1	1	1	1	2		2	6
2936977	169.657037455236	4	5	1	1	1	1	1	1	2		2	3
2936978	250.847788206235	2	3	1	1	1	2	1	1	1	2	1	3
2936979	302.132432489933	2	5	1	2	1	2	1	1	1	2	1	3
2936980	520.278881842558	2	6	1	1	1	2	1	1	1	2	2	3
2936981	468.172428713701	2	7	1	2	1	2	1	1	1	2	1	3
2936984	418.161234960192	2	5	2	1	1	2	1	2	2		2	6
2936985	313.786047059531	2	5	2	1	1	2	1	2	2		2	6
2936986	453.956025801381	2	6	2	1	1	2	1	2	2		2	6
2936987	520.765965968991	2	6	2	1	1	2	1	2	2		2	6
2936988	728.503005585609	2	7	2	1	1	2	1	2	2		2	6
2936989	533.936079141759	2	1	2	1	1	3	1	2	2		2	3
2936991	549.939589009286	2	8	2	1	1	2	1	2	2		2	6
2936992	533.450218990941	2	8	2	1	1	2	1	2	2		2	6
2936993	635.538436121933	2	3	2	1	1	2	1	2	2		2	6
2936994	443.868114116908	2	5	2	1	1	2	1	2	2		2	6
2936996	301.213840778509	2	6	2	1	1	2	1	2	2		2	6
2936997	453.956025801381	2	6	2	1	1	2	1	2	2		2	6
2936998	699.092279734128	2	7	2	1	1	2	1	2	2		2	6
2936999	426.857432526333	2	1	2	1	1	2	1	2	2		2	6
2937001	288.676803287326	2	8	2	1	1	2	1	2	2		2	6
2937002	308.218813819871	2	8	2	1	1	2	1	2	2		2	6
2937003	478.657890511558	2	3	2	1	1	2	1	2	2		2	6
2937005	635.538436121933	2	3	2	1	1	2	2	1	1	1	2	6
2937006	334.071178148249	2	4	2	1	1	2	1	2	1	1	2	6
2937007	418.161234960192	2	5	2	1	1	2	1	1	2		1	3
2937008	401.373772980826	2	6	2	1	1	2	1	1	2		2	3
2937009	925.651015056907	2	7	2	1	1	2	1	1	2		2	3
2937010	267.931628726009	2	2	2	1	1	2	1	1	1	1	2	6
2937011	430.276079805109	2	3	2	1	1	2	2	2	1	1	2	6
2937012	430.693610724305	2	4	2	1	1	2	2	2	1	1	2	6
2937013	333.051894246741	2	5	2	1	1	2	2	2	2		2	6
2937014	277.494075964689	2	6	2	1	1	2	1	2	2		2	3
2937015	728.503005585609	2	7	2	1	1	1	1	2	2		2	6
2937016	295.270453183026	2	2	2	1	1	2	1	2	1	1	2	6
2937017	314.055717976024	2	2	2	1	1	2	1	2	1	1	2	6
2937018	447.2383526123	2	3	2	1	1	2	2	2	1	1	2	6
2937019	378.055034721141	2	4	2	1	1	2	1	2	1	1	2	6
2937020	421.122641597101	2	5	2	1	1	2	1	2	2		2	6
2937021	318.305229257501	2	5	2	1	1	2	1	2	2		2	3
2937022	439.558646669789	2	6	2	1	1	2	1	2	2		2	3
2937023	835.153235025318	2	7	2	1	1	2	1	2	2		2	6
2937024	395.155519230285	2	1	2	1	1	2	1	2	2		2	3
2937025	347.556797357077	2	1	2	1	1	2	1	2	2		2	6
2937026	268.377477520736	2	8	2	1	1	2	1	2	1	2	2	3
2937027	492.793357342423	2	3	2	1	1	2	1	2	1	2	1	6
2937028	431.656776597516	2	1	2	1	1	2	1	2	1	2	2	6
2937029	451.095784670871	2	8	2	1	1	2	2	2	1	2	2	3
2937030	470.94184810826	2	3	2	1	1	2	1	2	1	2	2	6
2937031	436.372775871299	2	1	2	1	1	2	1	1	1	2	1	6
2937032	292.268995159543	2	8	2	1	1	2	1	1	1	1	1	6
2937033	552.093405294522	2	3	2	1	1	2	1	1	1	2	1	6
2937034	445.325997042047	2	1	1	2	1	2	1	1	1	2	2	3
2937035	404.143555336177	2	1	1	2	1	2	1	1	1	2	1	3
2937036	370.641574308513	2	8	1	2	1	2	1	1	1	2	1	3
2937037	340.620859705675	2	8	1	2	1	2	1	1	1	2	1	6
2937038	491.561255809621	2	1	1	2	1	2	1	1	1	2	1	3
2937039	481.645302811076	2	7	1	1	1	2	1	1	1	2	1	3
2937040	310.736496707745	2	7	1	2	1	2	1	1	1	2	1	3
2937042	371.007052793407	2	4	2	1	1	5	1	1	1	2	2	6
2937043	336.387034363043	2	4	2	1	1	3	1	1	1	2	2	3
2937044	256.449589630926	2	5	2	1	1	4	1	1	1	2	2	3
2937045	222.769958881897	2	5	2	1	1	2	1	1	1	2	2	6
2937046	344.644490141425	2	6	2	1	1	2	1	1	1	2	2	6
2937047	175.563170948604	2	4	2	1	1	2	2	1	1	2	2	6
2937048	408.594345881399	2	4	2	1	1	2	1	1	1	2	2	6
2937049	171.661767149747	2	5	2	1	1	2	1	1	1	2	2	6
2937050	171.661767149747	2	5	2	1	1	2	1	1	1	2	2	6
2937051	563.806078156878	2	6	2	1	1	2	1	1	1	2	2	6
2937052	243.373743294568	2	4	2	1	1	2	1	1	1	2	2	6
2937053	256.449589630926	2	5	2	1	1	2	1	1	1	2	2	6
2937054	663.731837694494	2	6	2	1	1	2	1	1	1	2	2	3
2937055	391.447137426109	2	4	2	1	1	2	1	1	1	2	2	6
2937056	263.533760763158	2	5	2	1	1	2	1	1	1	2	2	3
2937057	367.189185153369	2	6	2	1	1	2	1	1	1	2	2	3
2937058	292.871693018426	2	4	2	1	1	2	1	1	1	2	2	6
2937059	227.262791541428	2	5	2	1	1	2	1	1	1	2	2	6
2937060	429.864703053479	2	6	2	1	1	2	1	1	1	2	2	6
2937066	318.70619177411	2	8	1	2	1	3	1	1	1	2	2	3
2937067	290.676320187103	2	3	1	2	1	3	1	1	1	2	2	3
2937068	355.064883365554	2	3	1	2	1	3	1	1	1	2	1	3
2937069	398.242834417475	2	4	1	2	1	3	1	1	1	2	1	3
2937070	301.713276713145	2	1	1	2	1	3	1	1	1	2	1	3
2937071	354.918294545387	2	8	1	2	1	3	1	1	1	2	1	3
2937072	312.441852760581	2	3	1	2	1	3	1	1	1	2	1	3
2937074	12.061765681143	6	5	1	1	1	2	2	2	1	3	2	6
2937077	370.443418886354	2	8	1	2	1	3	1	1	1	2	1	3
2937078	356.075921646787	2	3	1	2	1	3	1	1	1	2	1	3
2937080	507.048436309283	2	5	1	2	1	3	1	1	1	2	2	3
2937081	384.460275513465	2	6	1	2	1	3	1	1	1	2	2	3
2937085	400.212313061244	2	3	1	1	1	1	1	1	1	2	2	6
2937087	336.810993306702	2	3	1	2	1	2	1	1	1	2	1	6
2937089	507.624993978412	2	4	1	2	1	2	1	1	1	2	1	3
2937090	280.17088669758	2	3	1	2	1	2	1	1	1	2	1	3
2937091	579.089618574391	2	5	1	2	1	2	1	1	1	2	1	6
2937092	827.859402530418	2	6	1	2	1	2	1	1	1	2	1	3
2937093	411.909742074129	2	3	1	2	1	2	1	1	1	2	1	3
2937095	427.653459844152	3	5	1	1	1	3	1	1	1	3	1	3
2937097	519.078096582346	3	7	1	1	1	1	1	1	1	3	1	6
2937099	373.20571912384	3	1	1	1	1	1	1	1	1	3	1	6
2937100	700.712919658888	3	1	1	1	1	1	1	1	1	3	1	6
2937101	218.011912037039	3	7	1	1	1	3	1	1	1	3	1	3
2937102	247.014523563558	3	1	1	1	1	3	1	1	1	3	1	3
2937104	466.161805972822	3	7	1	2	1	1	1	2	1	3	1	4
2937105	325.038216315898	3	7	1	2	1	1	1	2	1	3	1	6
2937106	602.400339132692	3	1	1	1	1	1	1	2	1	3	1	6
2937107	547.714706313256	3	1	1	2	1	1	1	2	1	3	1	4
2937108	225.222135864708	3	7	1	2	1	3	1	1	1	3	1	3
2937109	243.283035507479	3	1	1	2	1	3	1	1	1	3	1	3
2937111	226.932041973025	3	4	1	1	1	3	1	1	1	3	1	3
2937112	622.372640826736	3	7	1	1	1	1	1	1	1	3	1	3
2937114	476.646224933642	3	1	1	1	1	1	1	1	1	3	1	6
2937116	451.809111893361	2	3	1	1	1	2	1	1	1	2	1	3
2937117	309.670334058693	2	3	1	2	1	2	1	1	1	2	1	3
2937118	671.834892720707	2	7	1	2	1	2	1	1	1	2	1	3
2937119	924.189170030235	2	7	1	2	1	2	1	1	1	2	1	3
2937120	1642.12576045386	2	1	1	2	1	2	1	1	1	2	1	3
2937124	223.735413753911	2	8	1	1	1	2	1	1	1	2	1	6
2937125	554.806623003375	2	8	1	1	1	2	1	1	1	2	1	3
2937126	378.044950956792	2	4	1	1	1	2	1	1	1	2	1	3
2937128	667.11993442928	2	7	1	2	1	2	1	1	1	2	1	3
2937129	1536.03904413848	2	1	1	2	1	2	1	1	1	2	1	3
2937130	425.492385220149	2	3	1	2	1	2	1	1	1	2	1	3
2937131	591.480636254913	2	5	1	1	1	2	1	1	1	2	1	3
2937132	814.90478210262	2	7	1	1	1	2	1	1	1	2	1	3
2937133	1133.3546351276	2	7	1	2	1	2	1	1	1	2	1	6
2937135	127.959391104144	3	1	1	1	1	2	1	1	1	3	1	3
2937136	256.772531335074	3	7	1	1	1	3	1	1	1	3	2	3
2937137	166.380649099458	3	1	1	1	1	4	1	1	1	3	1	3
2937138	255.128188786627	3	8	1	1	1	3	1	1	1	3	2	4
2937139	281.075999358252	3	3	1	1	1	4	1	1	1	3	1	3
2937140	279.346215443441	3	3	1	1	1	3	1	1	1	3	2	3
2937141	170.810420322868	3	4	1	2	1	4	1	1	1	3	2	1
2937142	337.43777052118	3	5	1	1	1	3	1	1	1	3	2	3
2937143	454.564361841046	3	6	1	1	1	3	1	1	1	3	2	3
2937144	646.090781932517	3	6	1	2	1	4	1	1	1	3	1	3
2937145	388.775230905202	3	7	1	1	1	3	1	1	1	3	2	3
2937148	231.681585539587	1	1	1	1	1	1	1	1	1	3	1	3
2937149	312.952739245518	1	8	1	1	1	2	1	1	1	3	1	3
2937150	183.761357352136	1	3	1	1	1	2	1	1	1	3	1	3
2937151	316.543551292321	1	5	1	1	1	2	1	1	1	3	1	3
2937152	337.134340312619	1	8	1	1	1	2	1	1	1	3	1	3
2937153	169.428932114691	1	3	1	1	1	2	1	1	1	3	1	3
2937154	346.110916743064	1	4	1	1	1	2	1	1	1	3	1	3
2937155	251.039766195124	1	5	1	1	1	2	1	1	1	3	1	3
2937157	1059.93460944192	1	1	1	1	1	2	1	1	1	3	1	6
2937158	420.567378878702	1	3	1	1	1	2	1	1	1	3	1	3
2937159	369.033981115001	1	4	1	1	1	2	1	1	1	3	1	3
2937160	279.837418196346	1	5	1	2	1	6	1	1	1	3	1	3
2937161	407.695710839053	1	7	1	1	1	2	1	1	1	3	1	3
2937162	835.688983457363	1	1	1	1	1	2	1	1	1	3	1	3
2937163	409.259218650127	1	4	1	1	1	2	1	1	1	3	1	3
2937164	347.416376804026	1	4	1	1	1	3	1	1	1	3	1	3
2937165	329.551460597128	1	5	1	2	1	6	1	1	1	3	1	3
2937166	181.385070504364	1	5	1	2	1	6	1	1	1	3	1	3
2937167	325.21060620732	1	6	1	1	1	6	1	1	1	3	1	3
2937168	725.455607037326	1	1	1	1	1	3	1	1	1	3	1	3
2937169	363.479148351978	1	8	1	1	1	3	1	1	1	3	1	3
2937170	279.208216581515	1	8	1	1	1	3	1	1	1	3	1	3
2937171	556.404779755106	1	5	1	1	1	3	1	1	1	3	1	3
2937172	585.878364576479	1	7	1	1	1	3	1	1	1	3	1	3
2937173	511.169359087093	1	7	1	2	1	3	1	1	1	3	1	3
2937174	287.193084846108	1	7	1	2	1	3	1	1	1	3	1	3
2937176	433.947754442933	1	1	1	1	1	3	1	1	1	3	1	3
2937177	494.886206632157	1	7	1	2	1	3	1	1	1	3	1	3
2937179	472.731700797894	1	7	1	1	1	3	1	1	1	3	1	3
2937180	419.560568466185	1	7	1	1	1	3	1	1	1	3	1	6
2937181	710.650084584495	1	1	1	2	1	3	1	1	1	3	1	3
2937182	814.513823923398	1	1	1	1	1	3	1	1	1	3	1	3
2937256	391.126719580286	5	5	1	2	1	4	1	1	1	3	1	4
2937280	258.717773589784	3	1	2	1	1	2	2	2	2		2	6
2937287	138.359253190993	2	6	1	1	1	3	1	1	1	3	1	3
2937303	346.539863751456	1	7	1	1	1	2	1	1	1	3	1	3
2937305	321.983215778653	1	3	1	1	1	2	1	1	1	3	1	3
2937306	243.958070250044	1	3	1	1	1	2	1	1	1	3	1	3
2937307	323.603438145106	1	4	1	2	1	2	1	1	1	3	1	3
2937308	333.100859299043	1	4	1	1	1	2	1	1	1	3	1	3
2937309	483.198320577894	1	5	1	1	1	5	1	1	1	3	1	3
2937312	410.306087742179	1	7	1	1	1	5	1	1	1	3	1	3
2937314	450.129827568334	1	7	1	2	1	2	1	1	1	3	1	3
2937316	293.719257045412	1	8	1	1	1	2	1	1	1	3	1	3
2937317	273.522293852825	1	3	1	2	1	2	1	1	1	3	1	3
2937318	340.130106078146	1	4	1	1	1	2	1	1	1	3	1	3
2937319	813.385981163131	1	6	1	1	1	5	1	1	1	3	1	3
2937321	476.808911429634	1	1	1	1	1	5	1	1	1	3	1	3
2937322	1073.93223835526	4	7	1	2	1	2	1	1	1	3	1	3
2937323	733.22585703747	4	7	1	2	1	3	1	1	1	3	1	3
2937329	370.178802940088	4	1	1	2	1	3	1	1	1	3	1	3
2937330	360.287171878143	4	5	1	2	1	4	1	1	1	3	1	3
2937331	836.380934717117	4	7	1	2	1	2	1	1	1	3	1	3
2937332	1063.11197173092	4	7	1	2	1	2	1	1	1	3	2	3
2937340	424.522092451537	4	2	1	2	1	3	1	1	1	3	1	3
2937341	360.305058330905	4	3	1	2	1	3	1	1	1	3	1	3
2937342	342.744363019947	4	3	1	2	1	2	1	1	1	3	1	3
2937344	959.321524008211	4	7	1	2	1	2	1	1	1	3	1	6
2937345	1167.65486716541	4	7	1	2	1	2	1	1	1	3	2	6
2937346	510.279753870201	4	1	1	2	1	3	1	1	1	3	1	3
2937353	292.251971387865	4	6	1	3	1	1	1	1	1	3	2	3
2937354	517.788994989631	4	7	1	1	1	2	1	1	1	3	1	3
2937355	433.868370842194	4	5	1	2	1	4	1	1	1	3	1	3
2937356	609.976128709042	4	1	1	2	1	2	1	1	1	2	1	3
2937357	575.592914404926	4	1	1	2	1	2	1	1	1	3	1	3
2937358	435.207024035392	4	8	1	1	1	2	1	1	1	3	1	3
2937359	261.9653818149	4	3	1	2	1	4	1	1	1	2	1	3
2937360	261.9653818149	4	3	1	2	1	4	1	1	1	2	1	3
2937361	407.79165531313	4	1	1	2	1	2	1	1	1	3	1	3
2937363	299.962191382281	4	4	1	2	1	1	1	1	1	3	1	3
2937364	480.178855244761	4	7	1	2	1	2	1	1	1	3	1	3
2937365	303.852783495488	4	3	1	2	1	4	1	1	1	3	1	3
2937366	369.292625322494	4	3	1	2	1	4	1	1	1	3	1	3
2937367	604.791769749237	4	1	1	2	1	2	1	1	1	3	1	6
2937368	468.823387713636	4	2	1	2	1	3	1	1	1	3	1	3
2937369	469.035657447183	4	4	1	2	1	2	1	1	1	3	1	3
2937370	545.717178601045	4	5	1	1	1	2	1	1	1	3	1	3
2937373	383.324770839792	4	7	1	2	1	3	1	1	1	3	2	3
2937374	343.276609230197	4	7	1	1	1	3	1	1	1	3	2	3
2937377	363.218299703872	4	3	1	2	1	3	1	1	1	3	1	3
2937380	374.727478502046	4	5	1	2	1	2	1	1	1	3	1	3
2937381	509.850534981998	4	2	1	1	1	1	1	1	1	3	1	3
2937382	580.079575638303	4	3	1	1	1	3	1	1	1	3	1	3
2937383	242.120807688762	4	2	1	2	1	2	1	1	1	3	1	3
2937384	506.483558417805	4	6	1	1	1	1	1	1	1	3	1	3
2937385	487.465250122168	4	4	1	1	1	2	1	1	1	3	1	6
2937388	1316.19129934253	4	6	1	1	1	2	1	1	1	3	1	3
2937390	389.997847094122	4	4	1	1	1	3	1	1	1	3	1	3
2937391	383.728609603284	4	7	1	1	1	1	1	1	1	3	1	3
2937392	394.85738980276	4	7	1	1	1	1	1	1	1	3	1	3
2937393	392.554976550461	4	2	1	2	1	2	1	1	1	3	1	3
2937394	416.794709000556	3	7	1	2	1	4	1	1	1	3	1	3
2937396	978.724221020146	3	4	2	1	1	2	2	2	2		2	6
2937397	856.065998971972	3	5	2	1	1	2	2	2	2		2	6
2937398	563.774393431102	3	6	2	1	1	2	2	2	2		2	6
2937399	1065.79300013631	3	7	2	1	1	2	1	2	2		2	6
2937400	317.599040557678	3	1	2	1	1	2	1	2	2		2	6
2937402	978.724221020146	3	4	2	1	1	2	2	2	2		2	6
2937403	627.423643740514	3	5	2	1	1	2	2	2	2		2	6
2937404	514.365665982367	3	6	2	1	1	2	2	2	2		2	7
2937405	1043.69294713141	3	7	2	1	1	2	2	2	2		2	7
2937406	731.782197483619	3	1	2	1	1	2	2	2	2		2	6
2937407	572.94710576706	3	3	2	1	1	2	2	2	2		2	7
2937408	586.339803957173	3	4	2	1	1	2	2	2	2		2	6
2937409	856.065998971972	3	5	2	1	2		2	2	2		2	6
2937410	643.80560792096	3	6	2	1	1	2	2	2	2		2	6
2937411	555.733590323689	3	7	2	1	1	2	2	2	2		2	4
2937412	409.694477767884	3	6	2	1	1	2	2	2	2		2	6
2937413	332.613828754225	3	7	1	2	1	2	1	1	1	1	2	3
2937414	239.206553236541	3	1	1	2	1	2	1	1	1	2	2	6
2937415	282.150201129776	3	2	1	1	1	2	1	1	1	2	2	6
2937416	255.949516360304	3	3	1	1	1	2	1	1	1	1	2	6
2937417	237.721469242018	3	4	1	1	1	2	1	1	1	1	2	6
2937419	172.35908860556	3	5	1	2	1	2	1	1	1	1	2	3
2937423	707.492441673005	3	1	2	1	1	2	2	2	2		2	6
2937424	258.436949152302	3	7	1	1	1	2	1	1	1	1	2	6
2937425	217.221081406737	3	1	1	1	1	2	1	1	1	1	2	7
2937426	333.266197083715	3	8	1	1	1	2	1	1	1	1	2	6
2937428	266.8089118379	3	8	1	2	1	2	1	1	1	1	2	6
2937430	389.269206089885	3	2	2	1	2		2	2	2		2	7
2937431	143.531507412438	3	2	1	2	1	2	1	1	1	1	2	6
2937432	172.143340618062	3	3	1	1	1	2	1	1	1	1	2	3
2937434	182.27377105535	3	4	1	3	1	2	1	1	1	1	2	6
2937435	178.418605600663	3	5	1	1	1	2	1	1	1	1	2	6
2937437	461.410244014116	3	6	1	1	1	2	1	1	1	1	2	6
2937438	885.445887231915	3	7	2	1	1	2	2	2	2		2	4
2937440	197.596011811559	3	4	1	1	1	2	1	1	1	2	2	6
2937441	200.873135448753	3	5	1	3	1	2	1	1	1	2	2	6
2937442	176.080567942567	3	5	1	1	1	2	1	1	1	2	2	6
2937444	210.725695600468	3	7	1	1	1	2	1	1	1	1	2	6
2937445	223.845484621143	3	7	1	1	1	2	1	1	1	1	2	6
2937446	215.745067527201	3	1	1	1	1	2	1	1	1	1	2	7
2937447	252.380258707575	3	8	1	1	1	2	1	1	1	1	2	6
2937449	652.801283230743	3	2	2	1	1	2	2	2	2		2	6
2937451	153.770427312881	3	2	1	1	1	2	1	1	1	1	2	6
2937453	197.646057746664	3	4	1	1	1	2	1	1	1	1	2	6
2937454	233.957344433126	3	5	1	1	1	2	1	1	1	1	2	6
2937455	243.851133636308	3	7	1	1	1	2	1	1	1	2	2	3
2937456	363.13675710872	3	7	1	1	1	2	1	1	1	2	2	6
2937457	140.929476224355	3	1	1	1	1	2	1	1	1	2	2	3
2937458	273.785695830749	3	2	1	1	1	2	1	1	1	2	2	3
2937459	224.45948044057	3	7	2	1	1	2	2	2	2		2	6
2937460	133.567018053952	3	1	1	1	1	2	1	1	1	2	2	6
2937461	273.901867013074	3	2	1	1	1	2	1	1	1	2	2	6
2937462	276.815363678775	3	3	1	2	1	2	1	1	1	1	2	6
2937463	189.979555586312	3	4	1	1	1	2	1	1	1	1	2	6
2937464	151.562286205879	3	5	1	1	1	2	1	1	1	1	2	6
2937465	205.875355553371	3	5	1	1	1	2	1	1	1	2	2	6
2937466	208.981393550144	3	6	1	1	1	2	1	1	1	1	2	6
2937467	265.075125948334	3	7	1	1	1	2	1	1	1	1	2	6
2937468	252.893812207466	3	7	1	1	1	2	1	1	1	1	2	3
2937469	235.80324781628	3	1	1	1	1	2	1	1	1	1	2	6
2937470	707.492441673005	3	1	2	1	1	2	2	2	2		2	4
2937474	508.235217639222	3	2	2	1	1	2	2	2	2		2	6
2937475	159.128503114674	3	2	1	1	1	2	1	1	1	1	2	6
2937477	202.676301514369	3	4	1	1	1	2	1	1	1	1	2	6
2937478	226.609050776877	3	5	1	1	1	2	1	1	1	1	2	6
2937479	545.920396966497	3	6	1	1	1	2	1	1	1	1	2	6
2937480	332.633231200839	3	7	1	1	1	2	1	1	1	1	2	6
2937482	150.500838738679	1	7	1	1	1	1	1	2	2		1	7
2937484	122.746800826743	1	4	1	1	1	1	1	2	1	2	1	6
2937485	426.078219481522	1	6	1	1	1	1	2	2	2		2	6
2937486	257.762823561289	1	1	1	1	1	1	1	2	1	2	1	6
2937487	351.144204831226	1	1	1	1	1	1	1	2	1	3	1	7
2937488	155.014471883915	1	3	1	1	1	1	1	2	1	3	1	7
2937489	218.111333679975	1	5	1	1	1	1	1	2	1	3	1	7
2937490	212.912529421468	1	7	1	1	1	1	1	2	1	3	1	7
2937491	131.955739152738	1	7	1	1	1	1	1	1	1	3	1	7
2937492	152.694163922926	1	8	1	2	1	1	1	1	1	3	1	7
2937493	132.666298204155	1	4	1	1	1	1	1	1	1	3	1	6
2937494	212.744250150532	1	5	1	1	1	1	1	1	1	3	1	7
2937496	144.127954045406	1	7	1	1	1	1	1	1	1	3	1	3
2937497	350.652667265816	1	1	1	1	1	1	1	1	1	3	1	7
2937498	142.996240020113	1	3	1	2	1	1	1	1	1	3	1	7
2937499	189.187888866544	1	5	1	1	1	1	1	1	1	3	1	6
2937501	368.183820251699	1	1	1	1	1	1	1	1	1	3	1	3
2937503	167.952499490176	3	7	1	1	1	1	2	2	1	3	2	7
2937504	130.924557340269	3	1	1	2	1	1	1	1	1	3	1	6
2937505	182.272880996946	3	8	1	1	1	1	1	1	1	3	1	3
2937506	120.328602175767	3	3	1	1	1	3	1	1	1	3	1	6
2937507	122.656567679581	3	4	1	2	1	3	1	1	1	3	1	3
2937508	140.579725670379	3	4	1	1	1	4	1	1	1	3	1	3
2937509	257.840795749531	3	5	1	1	1	3	1	1	1	3	1	3
2937510	339.297978768032	3	1	1	1	1	4	1	1	1	3	1	3
2937513	150.799988165594	3	6	1	1	1	2	1	1	1	3	1	3
2937514	172.913062574566	3	7	1	1	1	1	1	1	1	1	1	6
2937515	144.609445284183	3	1	1	1	1	1	1	1	1	3	1	3
2937516	127.648893157931	3	8	1	1	1	1	1	1	1	3	1	3
2937517	128.418875884079	3	8	1	1	1	2	1	1	1	3	1	6
2937518	142.962198679211	3	3	1	1	1	3	1	1	1	3	1	3
2937519	148.288792350403	3	3	1	1	1	3	1	1	1	3	1	3
2937520	84.5533857010816	3	4	1	1	1	3	1	1	1	3	1	3
2937521	123.17332861849	3	4	1	1	1	3	1	1	1	3	1	3
2937522	229.55029424355	3	5	1	2	1	3	1	1	1	3	1	3
2937525	166.234388012341	3	7	1	2	1	1	1	1	1	3	1	6
2937527	155.143624373714	3	3	1	1	1	3	1	1	1	3	1	6
2937528	117.553699407501	3	4	1	2	1	3	1	1	1	3	1	3
2937529	133.621787482926	3	4	1	1	1	3	1	1	1	3	1	3
2937530	232.711345269102	3	5	1	1	1	3	1	1	1	3	1	3
2937532	217.044197462145	4	5	1	2	1	3	1	1	1	3	2	3
2937533	203.214997768653	4	6	1	2	1	3	1	1	1	3	2	3
2937536	364.983010366855	4	3	1	2	1	3	1	1	1	3	2	3
2937538	212.993344071214	4	6	1	2	1	2	1	1	1	3	2	4
2937541	322.86244587349	4	1	1	1	1	1	2	2	1	3	2	6
2937542	200.266388030373	4	2	1	1	1	1	2	2	1	3	2	6
2937543	303.181275861745	4	4	1	1	1	1	2	2	1	3	2	6
2937544	473.890175365889	4	6	2	1	1	1	1	2	1	2	2	6
2937545	593.282048941348	4	7	2	1	1	1	1	2	1	2	2	6
2937546	275.137496911247	4	1	2	2	1	1	1	2	1	2	2	3
2937547	339.695776566789	4	8	2	2	1	1	1	2	1	2	2	3
2937548	370.079058746057	4	3	2	1	1	1	1	2	2		2	5
2937549	537.586183122364	4	3	2	1	1	1	1	2	2		2	6
2937550	388.063570785048	4	4	2	1	1	1	1	2	2		2	6
2937551	390.40209263881	4	5	2	1	1	1	1	2	2		2	3
2937552	725.079755050978	4	6	2	1	1	1	1	2	2		2	3
2937554	343.435893848259	4	4	2	1	1	1	1	2	2		2	3
2937555	396.067803774157	4	4	2	1	1	1	1	2	2		2	6
2937556	396.067803774157	4	5	2	1	1	1	1	2	2		2	6
2937557	265.355705203356	4	7	1	1	1	1	1	2	1	1	2	6
2937558	307.792314132298	4	1	1	1	1	1	1	2	1	1	2	6
2937559	288.087464036166	4	3	1	1	1	1	1	2	1	1	2	6
2937560	211.974746289626	4	5	1	1	1	1	1	2	1	1	2	6
2937561	593.282048941348	4	6	2	1	1	1	1	2	1	1	2	6
2937562	481.229554242397	4	7	2	1	1	1	1	2	1	1	2	3
2937563	326.348874711811	4	1	2	1	1	1	1	2	1	1	2	6
2937564	336.33653775314	4	8	2	1	1	1	1	2	1	1	2	3
2937565	367.657651266547	4	3	2	1	1	1	1	2	2		2	6
2937591	573.853323143353	2	6	1	1	1	1	1	1	1	3	2	3
2937592	239.170325672722	2	8	1	1	1	1	1	1	1	3	1	6
2937593	244.438121159084	2	8	1	1	1	3	1	1	1	3	1	3
2937594	478.217747336518	2	6	1	1	1	1	1	1	1	3	1	6
2937595	333.619215105576	2	7	1	1	1	1	1	1	1	3	1	6
2937596	384.106258037611	2	7	1	1	1	1	1	1	1	3	1	6
2937597	276.290478801722	2	8	1	1	1	1	1	1	1	3	1	6
2937598	253.826030719812	2	8	1	1	1	1	1	1	1	3	1	6
